CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
3873;14;PIUM;63;0;;22/01/2019 21:15;PIUM;;;1717503;;;C;;;9547;7300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3874;16;PIUMA;28;0;;22/01/2019 21:01;PIUMA;;;3204203;;;C;;;5683;584400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3875;2;PIUMHI;37;0;;22/01/2019 21:02;PIUMHI;;;3151503;;;C;;;5029;503000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3876;9;PLACAS;93;0;;22/01/2019 21:05;PLACAS;;;1505650;;;C;;;60;172600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3877;20;PLACIDO DE CASTRO;68;0;;22/01/2019 21:07;PLACIDO DE CASTRO;;;1200385;;;C;;;151;78900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3878;4;PLANALTINA;61;0;;22/01/2019 21:09;PLANALTINA;;;5217609;;;C;;;9595;19800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3879;8;PLANALTINA DO PARANA;44;0;;22/01/2019 21:11;PLANALTINA DO PARANA;;;4119707;;;C;;;7773;792100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3880;6;PLANALTINO;73;0;;22/01/2019 21:13;PLANALTINO;;;2924900;;;C;;;3799;374000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3881;6;PLANALTO;77;0;;22/01/2019 21:15;PLANALTO;;;2925006;;;C;;;3801;377500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3882;1;PLANALTO;18;0;;22/01/2019 21:00;PLANALTO;;;3539608;;;C;;;6893;630100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3883;8;PLANALTO;46;0;;22/01/2019 21:02;PLANALTO;;;4119806;;;C;;;7775;766200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3884;15;PLANALTO;55;0;;22/01/2019 21:04;PLANALTO;;;4314704;;;C;;;8797;897800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3885;13;PLANALTO ALEGRE;49;0;;22/01/2019 21:06;PLANALTO ALEGRE;;;4213153;;;C;;;5593;92500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3886;5;PLANALTO DA SERRA;66;0;;22/01/2019 21:08;PLANALTO DA SERRA;;;5106455;;;C;;;91;125400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3887;2;PLANURA;34;0;;22/01/2019 21:10;PLANURA;;;3151602;;;C;;;5031;455800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3888;1;PLATINA;18;0;;22/01/2019 21:12;PLATINA;;;3539707;;;C;;;6895;694900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3889;1;POA;11;0;;22/01/2019 21:14;POA;;;3539806;;;C;;;6897;713500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3890;10;POCAO;87;0;;22/01/2019 21:00;POCAO;;;2611200;;;C;;;2523;286200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3891;31;POCAO DE PEDRAS;99;0;;22/01/2019 21:01;POCAO DE PEDRAS;;;2108900;;;C;;;875;132600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3892;17;POCINHOS;83;0;;22/01/2019 21:04;POCINHOS;;;2512002;;;C;;;2141;259500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3893;26;POCO BRANCO;84;0;;22/01/2019 21:05;POCO BRANCO;;;2410108;;;C;;;1801;230100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3894;17;POCO DANTAS;83;0;;22/01/2019 21:08;POCO DANTAS;;;2512036;;;C;;;496;244201;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3895;15;POCO DAS ANTAS;51;0;;22/01/2019 21:10;POCO DAS ANTAS;;;4314753;;;C;;;7365;855000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3896;19;POCO DAS TRINCHEIRAS;82;0;;22/01/2019 21:12;POCO DAS TRINCHEIRAS;;;2707206;;;C;;;2843;310600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3897;17;POCO DE JOSE DE MOURA;83;0;;22/01/2019 21:14;POCO DE JOSE DE MOURA;;;2512077;;;C;;;498;174300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3898;2;POCO FUNDO;35;0;;22/01/2019 20:59;POCO FUNDO;;;3151701;;;C;;;5033;521400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3899;22;POCO REDONDO;79;0;;22/01/2019 21:01;POCO REDONDO;;;2805406;;;C;;;3207;322300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3900;22;POCO VERDE;79;0;;22/01/2019 21:03;POCO VERDE;;;2805505;;;C;;;3209;330600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3901;6;POCOES;77;0;;22/01/2019 21:05;POCOES;;;2925105;;;C;;;3803;377600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3902;5;POCONE;65;0;;22/01/2019 21:07;POCONE;;;5106505;;;C;;;9129;66300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3903;2;POCOS DE CALDAS;35;0;;22/01/2019 21:09;POCOS DE CALDAS;;;3151800;;;C;;;5035;517200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3904;2;POCRANE;33;0;;22/01/2019 21:11;POCRANE;;;3151909;;;C;;;5037;474200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3905;6;POJUCA;71;0;;22/01/2019 21:13;POJUCA;;;2925204;;;C;;;3805;393300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3906;1;POLONI;17;0;;22/01/2019 21:16;POLONI;;;3539905;;;C;;;6899;630200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3907;17;POMBAL;83;0;;22/01/2019 21:00;POMBAL;;;2512101;;;C;;;2143;247700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3908;10;POMBOS;81;0;;22/01/2019 21:03;POMBOS;;;2611309;;;C;;;2525;282600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3909;13;POMERODE;47;0;;22/01/2019 21:05;POMERODE;;;4213203;;;C;;;8259;809200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3910;1;POMPEIA;14;0;;22/01/2019 21:07;POMPEIA;;;3540002;;;C;;;6901;686000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3911;2;POMPEU;37;0;;22/01/2019 21:09;POMPEU;;;3152006;;;C;;;5039;451200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3912;1;PONGAI;14;0;;22/01/2019 21:11;PONGAI;;;3540101;;;C;;;6903;682100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3913;9;PONTA DE PEDRAS;91;0;;22/01/2019 21:13;PONTA DE PEDRAS;;;1505700;;;C;;;513;97900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3914;8;PONTA GROSSA;42;0;;22/01/2019 21:15;PONTA GROSSA;;;4119905;;;C;;;7777;735700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3915;12;PONTA PORA;67;0;;22/01/2019 21:00;PONTA PORA;;;5006606;;;C;;;9131;51200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3916;1;PONTAL;16;0;;22/01/2019 21:02;PONTAL;;;3540200;;;C;;;6905;643500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3917;5;PONTAL DO ARAGUAIA;66;0;;22/01/2019 21:04;PONTAL DO ARAGUAIA;;;5106653;;;C;;;95;125500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3918;8;PONTAL DO PARANA;41;0;;22/01/2019 21:06;PONTAL DO PARANA;;;4119954;;;C;;;870;201400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3919;4;PONTALINA;64;0;;22/01/2019 21:08;PONTALINA;;;5217708;;;C;;;9549;35100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3920;1;PONTALINDA;17;0;;22/01/2019 21:10;PONTALINDA;;;3540259;;;C;;;2987;78200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3921;15;PONTAO;54;0;;22/01/2019 21:12;PONTAO;;;4314779;;;C;;;5939;97500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3922;13;PONTE ALTA;49;0;;22/01/2019 21:14;PONTE ALTA;;;4213302;;;C;;;8261;829400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3923;14;PONTE ALTA DO BOM JESUS;63;0;;22/01/2019 20:59;PONTE ALTA DO BOM JESUS;;;1717800;;;C;;;9551;10200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3924;13;PONTE ALTA DO NORTE;49;0;;22/01/2019 21:01;PONTE ALTA DO NORTE;;;4213351;;;C;;;5569;91300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3925;14;PONTE ALTA DO TOCANTINS;63;0;;22/01/2019 21:03;PONTE ALTA DO TOCANTINS;;;1717909;;;C;;;9553;4600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3926;5;PONTE BRANCA;66;0;;22/01/2019 21:06;PONTE BRANCA;;;5106703;;;C;;;9133;72100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3927;2;PONTE NOVA;31;0;;22/01/2019 21:07;PONTE NOVA;;;3152105;;;C;;;5041;479200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3928;15;PONTE PRETA;54;0;;22/01/2019 21:10;PONTE PRETA;;;4314787;;;C;;;5967;99100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3929;13;PONTE SERRADA;49;0;;22/01/2019 21:12;PONTE SERRADA;;;4213401;;;C;;;8263;833800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3930;5;PONTES E LACERDA;65;0;;22/01/2019 21:14;PONTES E LACERDA;;;5106752;;;C;;;8999;62500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3931;1;PONTES GESTAL;17;0;;22/01/2019 20:59;PONTES GESTAL;;;3540309;;;C;;;6907;625900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3932;16;PONTO BELO;27;0;;22/01/2019 19:10;PONTO BELO;;;3204252;;;C;;;762;152900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3933;2;PONTO CHIQUE;38;0;;22/01/2019 19:12;PONTO CHIQUE;;;3152131;;;C;;;692;170600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3934;2;PONTO DOS VOLANTES;33;0;;22/01/2019 19:14;PONTO DOS VOLANTES;;;3152170;;;C;;;694;170700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3935;6;PONTO NOVO;74;0;;22/01/2019 19:16;PONTO NOVO;;;2925253;;;C;;;3021;31300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3936;1;POPULINA;17;0;;22/01/2019 19:18;POPULINA;;;3540408;;;C;;;6909;622700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3937;21;PORANGA;88;0;;22/01/2019 19:20;PORANGA;;;2311009;;;C;;;1521;175700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3938;1;PORANGABA;15;0;;22/01/2019 19:23;PORANGABA;;;3540507;;;C;;;6911;657700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3939;4;PORANGATU;62;0;;22/01/2019 19:24;PORANGATU;;;5218003;;;C;;;9555;12700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3940;7;PORCIUNCULA;22;0;;22/01/2019 19:10;PORCIUNCULA;;;3304102;;;C;;;5881;588200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3941;8;PORECATU;43;0;;22/01/2019 19:11;PORECATU;;;4120002;;;C;;;7779;784100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3942;26;PORTALEGRE;84;0;;22/01/2019 19:14;PORTALEGRE;;;2410207;;;C;;;1803;222600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3943;15;PORTAO;51;0;;22/01/2019 19:16;PORTAO;;;4314803;;;C;;;8799;850300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3944;4;PORTEIRAO;64;0;;22/01/2019 19:18;PORTEIRAO;;;5218052;;;C;;;1060;15603;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3945;21;PORTEIRAS;88;0;;22/01/2019 19:20;PORTEIRAS;;;2311108;;;C;;;1523;211400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3946;2;PORTEIRINHA;38;0;;22/01/2019 19:22;PORTEIRINHA;;;3152204;;;C;;;5043;414700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3947;9;PORTEL;91;0;;22/01/2019 19:24;PORTEL;;;1505809;;;C;;;515;96200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3948;4;PORTELANDIA;64;0;;22/01/2019 19:09;PORTELANDIA;;;5218102;;;C;;;9557;21900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3949;23;PORTO;86;0;;22/01/2019 19:11;PORTO;;;2208502;;;C;;;1169;141500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3950;20;PORTO ACRE;68;0;;22/01/2019 19:13;PORTO ACRE;;;1200807;;;C;;;649;67700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3951;15;PORTO ALEGRE;51;0;;22/01/2019 19:15;PORTO ALEGRE;;;4314902;;;C;;;8801;850400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3952;5;PORTO ALEGRE DO NORTE;66;0;;22/01/2019 19:17;PORTO ALEGRE DO NORTE;;;5106778;;;C;;;9895;11300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3953;23;PORTO ALEGRE DO PIAUI;89;0;;22/01/2019 19:19;PORTO ALEGRE DO PIAUI;;;2208551;;;C;;;372;212200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3954;14;PORTO ALEGRE DO TOCANTINS;63;0;;22/01/2019 19:21;PORTO ALEGRE DO TOCANTINS;;;1718006;;;C;;;9723;10800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3955;8;PORTO AMAZONAS;42;0;;22/01/2019 19:23;PORTO AMAZONAS;;;4120101;;;C;;;7781;734700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3956;8;PORTO BARREIRO;42;0;;22/01/2019 19:08;PORTO BARREIRO;;;4120150;;;C;;;872;201500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3957;13;PORTO BELO;47;0;;22/01/2019 19:10;PORTO BELO;;;4213500;;;C;;;8265;814900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3958;19;PORTO CALVO;82;0;;22/01/2019 19:12;PORTO CALVO;;;2707305;;;C;;;2845;318800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3959;22;PORTO DA FOLHA;79;0;;22/01/2019 19:14;PORTO DA FOLHA;;;2805604;;;C;;;3211;322400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3960;9;PORTO DE MOZ;93;0;;22/01/2019 19:17;PORTO DE MOZ;;;1505908;;;C;;;517;93000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3961;19;PORTO DE PEDRAS;82;0;;22/01/2019 19:18;PORTO DE PEDRAS;;;2707404;;;C;;;2847;318900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3962;26;PORTO DO MANGUE;84;0;;22/01/2019 19:21;PORTO DO MANGUE;;;2410256;;;C;;;426;181400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3963;5;PORTO DOS GAUCHOS;66;0;;22/01/2019 19:23;PORTO DOS GAUCHOS;;;5106802;;;C;;;9135;60200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3964;5;PORTO ESPERIDIAO;65;0;;22/01/2019 19:08;PORTO ESPERIDIAO;;;5106828;;;C;;;9875;63000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3965;5;PORTO ESTRELA;65;0;;22/01/2019 19:10;PORTO ESTRELA;;;5106851;;;C;;;101;67300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3966;1;PORTO FELIZ;15;0;;22/01/2019 19:12;PORTO FELIZ;;;3540606;;;C;;;6913;659400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3967;1;PORTO FERREIRA;19;0;;22/01/2019 19:14;PORTO FERREIRA;;;3540705;;;C;;;6915;665700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3968;2;PORTO FIRME;31;0;;22/01/2019 19:16;PORTO FIRME;;;3152303;;;C;;;5045;487000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3969;31;PORTO FRANCO;99;0;;22/01/2019 19:18;PORTO FRANCO;;;2109007;;;C;;;877;125300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3970;28;PORTO GRANDE;96;0;;22/01/2019 19:21;PORTO GRANDE;;;1600535;;;C;;;671;67800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3971;15;PORTO LUCENA;55;0;;22/01/2019 19:22;PORTO LUCENA;;;4315008;;;C;;;8803;890600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3972;15;PORTO MAUA;55;0;;22/01/2019 19:25;PORTO MAUA;;;4315057;;;C;;;6065;101900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3973;12;PORTO MURTINHO;67;0;;22/01/2019 19:09;PORTO MURTINHO;;;5006903;;;C;;;9137;55800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3974;14;PORTO NACIONAL;63;0;;22/01/2019 19:12;PORTO NACIONAL;;;1718204;;;C;;;9559;7400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3975;7;PORTO REAL;24;0;;22/01/2019 19:13;PORTO REAL;;;3304110;;;C;;;780;180000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3976;19;PORTO REAL DO COLEGIO;82;0;;22/01/2019 19:16;PORTO REAL DO COLEGIO;;;2707503;;;C;;;2849;315200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3977;8;PORTO RICO;44;0;;22/01/2019 19:17;PORTO RICO;;;4120200;;;C;;;7783;792200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3978;31;PORTO RICO DO MARANHAO;98;0;;22/01/2019 19:20;PORTO RICO DO MARANHAO;;;2109056;;;C;;;212;163400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3979;6;PORTO SEGURO;73;0;;22/01/2019 19:22;PORTO SEGURO;;;2925303;;;C;;;3807;409500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3980;13;PORTO UNIAO;42;0;;22/01/2019 19:24;PORTO UNIAO;;;4213609;;;C;;;8267;847300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3981;15;PORTO VERA CRUZ;55;0;;22/01/2019 19:08;PORTO VERA CRUZ;;;4315073;;;C;;;6067;129400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3982;8;PORTO VITORIA;42;0;;22/01/2019 19:11;PORTO VITORIA;;;4120309;;;C;;;7785;745800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3983;20;PORTO WALTER;68;0;;22/01/2019 19:13;PORTO WALTER;;;1200393;;;C;;;657;107800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3984;15;PORTO XAVIER;55;0;;22/01/2019 19:15;PORTO XAVIER;;;4315107;;;C;;;8805;890700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3985;4;POSSE;62;0;;22/01/2019 19:17;POSSE;;;5218300;;;C;;;9561;16000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3986;2;POTE;33;0;;22/01/2019 19:19;POTE;;;3152402;;;C;;;5047;438700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3987;21;POTENGI;88;0;;22/01/2019 19:21;POTENGI;;;2311207;;;C;;;1525;213400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3988;1;POTIM;12;0;;22/01/2019 19:23;POTIM;;;3540754;;;C;;;2993;146300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3989;6;POTIRAGUA;73;0;;22/01/2019 19:08;POTIRAGUA;;;2925402;;;C;;;3809;400700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3990;1;POTIRENDABA;17;0;;22/01/2019 19:10;POTIRENDABA;;;3540804;;;C;;;6917;632900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3991;21;POTIRETAMA;88;0;;22/01/2019 19:12;POTIRETAMA;;;2311231;;;C;;;1271;200000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3992;2;POUSO ALEGRE;35;0;;22/01/2019 19:15;POUSO ALEGRE;;;3152501;;;C;;;5049;521500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3993;2;POUSO ALTO;35;0;;22/01/2019 19:16;POUSO ALTO;;;3152600;;;C;;;5051;530100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3994;15;POUSO NOVO;51;0;;22/01/2019 19:19;POUSO NOVO;;;4315131;;;C;;;7363;858200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
