CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
5116;1;TABOAO DA SERRA;11;0;;22/01/2019 23:44;TABOAO DA SERRA;;;3552809;;;C;;;7157;714600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5117;6;TABOCAS DO BREJO VELHO;77;0;;22/01/2019 23:46;TABOCAS DO BREJO VELHO;;;2930907;;;C;;;3917;333600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5118;26;TABOLEIRO GRANDE;84;0;;22/01/2019 23:48;TABOLEIRO GRANDE;;;2413805;;;C;;;1873;223400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5119;2;TABULEIRO;32;0;;22/01/2019 23:50;TABULEIRO;;;3167905;;;C;;;5357;494000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5120;21;TABULEIRO DO NORTE;88;0;;22/01/2019 23:35;TABULEIRO DO NORTE;;;2313104;;;C;;;1563;186800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5121;10;TACAIMBO;81;0;;22/01/2019 23:37;TACAIMBO;;;2614709;;;C;;;2593;286800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5122;10;TACARATU;87;0;;22/01/2019 23:39;TACARATU;;;2614808;;;C;;;2595;278500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5123;1;TACIBA;18;0;;22/01/2019 23:41;TACIBA;;;3552908;;;C;;;7159;690900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5124;12;TACURU;67;0;;22/01/2019 23:43;TACURU;;;5007950;;;C;;;9815;51400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5125;1;TAGUAI;14;0;;22/01/2019 23:45;TAGUAI;;;3553005;;;C;;;7161;697300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5126;14;TAGUATINGA;63;0;;22/01/2019 23:47;TAGUATINGA;;;1720903;;;C;;;9615;10300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5127;1;TAIACU;16;0;;22/01/2019 23:49;TAIACU;;;3553104;;;C;;;7163;641100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5128;9;TAILANDIA;91;0;;22/01/2019 23:51;TAILANDIA;;;1507953;;;C;;;395;3900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5129;13;TAIO;47;0;;22/01/2019 23:36;TAIO;;;4217808;;;C;;;8351;813100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5130;2;TAIOBEIRAS;38;0;;22/01/2019 23:38;TAIOBEIRAS;;;3168002;;;C;;;5359;420200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5131;14;TAIPAS DO TOCANTINS;63;0;;22/01/2019 23:40;TAIPAS DO TOCANTINS;;;1720937;;;C;;;325;57300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5132;26;TAIPU;84;0;;22/01/2019 23:42;TAIPU;;;2413904;;;C;;;1875;230300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5133;1;TAIUVA;16;0;;22/01/2019 23:45;TAIUVA;;;3553203;;;C;;;7165;641200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5134;14;TALISMA;63;0;;22/01/2019 23:46;TALISMA;;;1720978;;;C;;;100;175100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5135;10;TAMANDARE;81;0;;22/01/2019 23:49;TAMANDARE;;;2614857;;;C;;;558;177400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5136;8;TAMARANA;43;0;;22/01/2019 23:51;TAMARANA;;;4126678;;;C;;;884;179400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5137;1;TAMBAU;19;0;;22/01/2019 23:36;TAMBAU;;;3553302;;;C;;;7167;666000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5138;8;TAMBOARA;44;0;;22/01/2019 23:38;TAMBOARA;;;4126702;;;C;;;7909;793000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;21;TAMBORIL;88;0;;22/01/2019 23:40;TAMBORIL;;;2313203;;;C;;;1565;178100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5140;23;TAMBORIL DO PIAUI;89;0;;22/01/2019 23:42;TAMBORIL DO PIAUI;;;2210953;;;C;;;402;199200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5141;1;TANABI;17;0;;22/01/2019 23:44;TANABI;;;3553401;;;C;;;7169;633100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5142;26;TANGARA;84;0;;22/01/2019 23:46;TANGARA;;;2414001;;;C;;;1877;232500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5143;13;TANGARA;49;0;;22/01/2019 23:48;TANGARA;;;4217907;;;C;;;8353;834300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5144;5;TANGARA DA SERRA;65;0;;22/01/2019 23:50;TANGARA DA SERRA;;;5107958;;;C;;;9185;64600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5145;7;TANGUA;21;0;;22/01/2019 23:35;TANGUA;;;3305752;;;C;;;788;180300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5146;6;TANHACU;77;0;;22/01/2019 23:37;TANHACU;;;2931004;;;C;;;3919;347400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5147;19;TANQUE D'ARCA;82;0;;22/01/2019 23:39;TANQUE D'ARCA;;;2709004;;;C;;;2879;312400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5148;23;TANQUE DO PIAUI;89;0;;22/01/2019 23:41;TANQUE DO PIAUI;;;2210979;;;C;;;404;212600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5149;6;TANQUE NOVO;77;0;;22/01/2019 23:43;TANQUE NOVO;;;2931053;;;C;;;3991;347700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5150;6;TANQUINHO;75;0;;22/01/2019 23:45;TANQUINHO;;;2931103;;;C;;;3921;369500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5151;2;TAPARUBA;33;0;;22/01/2019 23:48;TAPARUBA;;;3168051;;;C;;;738;473801;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5152;18;TAPAUA;97;0;;22/01/2019 23:50;TAPAUA;;;1304104;;;C;;;279;82400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5153;8;TAPEJARA;44;0;;22/01/2019 23:52;TAPEJARA;;;4126801;;;C;;;7911;801600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5154;15;TAPEJARA;54;0;;22/01/2019 23:36;TAPEJARA;;;4320909;;;C;;;8921;905100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5155;15;TAPERA;54;0;;22/01/2019 23:39;TAPERA;;;4321006;;;C;;;8923;873903;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5156;17;TAPEROA;83;0;;22/01/2019 23:41;TAPEROA;;;2516508;;;C;;;2231;252300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5157;6;TAPEROA;75;0;;22/01/2019 23:43;TAPEROA;;;2931202;;;C;;;3923;397900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5158;15;TAPES;51;0;;22/01/2019 23:45;TAPES;;;4321105;;;C;;;8925;870900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5159;2;TAPIRA;34;0;;22/01/2019 23:47;TAPIRA;;;3168101;;;C;;;5361;500000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5160;8;TAPIRA;44;0;;22/01/2019 23:49;TAPIRA;;;4126900;;;C;;;7973;801700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5161;2;TAPIRAI;37;0;;22/01/2019 23:51;TAPIRAI;;;3168200;;;C;;;5363;503500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5162;1;TAPIRAI;15;0;;22/01/2019 23:36;TAPIRAI;;;3553500;;;C;;;7171;707600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5163;6;TAPIRAMUTA;74;0;;22/01/2019 23:38;TAPIRAMUTA;;;2931301;;;C;;;3925;362200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5164;1;TAPIRATIBA;19;0;;22/01/2019 23:40;TAPIRATIBA;;;3553609;;;C;;;7173;667600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5165;5;TAPURAH;66;0;;22/01/2019 23:42;TAPURAH;;;5108006;;;C;;;9763;14700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5166;15;TAQUARA;51;0;;22/01/2019 23:44;TAQUARA;;;4321204;;;C;;;8927;854500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5167;2;TAQUARACU DE MINAS;31;0;;22/01/2019 23:47;TAQUARACU DE MINAS;;;3168309;;;C;;;5365;562400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5168;1;TAQUARAL;16;0;;22/01/2019 23:49;TAQUARAL;;;3553658;;;C;;;824;189200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5169;4;TAQUARAL DE GOIAS;62;0;;22/01/2019 23:51;TAQUARAL DE GOIAS;;;5221007;;;C;;;9617;28700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5170;19;TAQUARANA;82;0;;22/01/2019 23:35;TAQUARANA;;;2709103;;;C;;;2881;314300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5171;15;TAQUARI;51;0;;22/01/2019 23:38;TAQUARI;;;4321303;;;C;;;8929;867000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5172;1;TAQUARITINGA;16;0;;22/01/2019 23:40;TAQUARITINGA;;;3553708;;;C;;;7175;641300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5173;10;TAQUARITINGA DO NORTE;81;0;;22/01/2019 23:42;TAQUARITINGA DO NORTE;;;2615003;;;C;;;2599;283100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5174;1;TAQUARITUBA;14;0;;22/01/2019 23:44;TAQUARITUBA;;;3553807;;;C;;;7177;700300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5175;1;TAQUARIVAI;15;0;;22/01/2019 23:46;TAQUARIVAI;;;3553856;;;C;;;3063;80700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5176;15;TAQUARUCU DO SUL;55;0;;22/01/2019 23:48;TAQUARUCU DO SUL;;;4321329;;;C;;;7313;49100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5177;12;TAQUARUSSU;67;0;;22/01/2019 23:50;TAQUARUSSU;;;5007976;;;C;;;9817;51500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5178;1;TARABAI;18;0;;22/01/2019 23:35;TARABAI;;;3553906;;;C;;;7179;691000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5179;20;TARAUACA;68;0;;22/01/2019 23:37;TARAUACA;;;1200609;;;C;;;147;77900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5180;21;TARRAFAS;88;0;;23/01/2019 00:01;TARRAFAS;;;2313252;;;C;;;1275;20500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5181;28;TARTARUGALZINHO;96;0;;23/01/2019 00:03;TARTARUGALZINHO;;;1600709;;;C;;;617;8700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5182;1;TARUMA;18;0;;23/01/2019 00:05;TARUMA;;;3553955;;;C;;;7267;140400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5183;2;TARUMIRIM;33;0;;23/01/2019 00:08;TARUMIRIM;;;3168408;;;C;;;5367;470400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5184;31;TASSO FRAGOSO;99;0;;23/01/2019 00:10;TASSO FRAGOSO;;;2112001;;;C;;;933;137900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5185;1;TATUI;15;0;;23/01/2019 00:12;TATUI;;;3554003;;;C;;;7181;657800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5186;21;TAUA;88;0;;23/01/2019 00:14;TAUA;;;2313302;;;C;;;1567;201300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5187;1;TAUBATE;12;0;;22/01/2019 23:59;TAUBATE;;;3554102;;;C;;;7183;705700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5188;17;TAVARES;83;0;;23/01/2019 00:01;TAVARES;;;2516607;;;C;;;2233;255600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5189;15;TAVARES;51;0;;23/01/2019 00:03;TAVARES;;;4321352;;;C;;;8971;873900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5190;18;TEFE;97;0;;23/01/2019 00:04;TEFE;;;1304203;;;C;;;281;85700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5191;17;TEIXEIRA;83;0;;23/01/2019 00:07;TEIXEIRA;;;2516706;;;C;;;2235;255700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5192;6;TEIXEIRA DE FREITAS;73;0;;23/01/2019 00:09;TEIXEIRA DE FREITAS;;;2931350;;;C;;;3993;409800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5193;8;TEIXEIRA SOARES;42;0;;23/01/2019 00:11;TEIXEIRA SOARES;;;4127007;;;C;;;7913;740000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5194;2;TEIXEIRAS;31;0;;23/01/2019 00:13;TEIXEIRAS;;;3168507;;;C;;;5369;487600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5195;11;TEIXEIROPOLIS;69;0;;22/01/2019 23:58;TEIXEIROPOLIS;;;1101559;;;C;;;22;203900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5196;21;TEJUCUOCA;85;0;;23/01/2019 00:00;TEJUCUOCA;;;2313351;;;C;;;1277;161300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5197;1;TEJUPA;14;0;;23/01/2019 00:02;TEJUPA;;;3554201;;;C;;;7185;697400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5198;8;TELEMACO BORBA;42;0;;23/01/2019 00:04;TELEMACO BORBA;;;4127106;;;C;;;7915;735800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5199;22;TELHA;79;0;;23/01/2019 00:06;TELHA;;;2807303;;;C;;;3245;323800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5200;26;TENENTE LAURENTINO CRUZ;84;0;;23/01/2019 00:09;TENENTE LAURENTINO CRUZ;;;2414159;;;C;;;1879;223500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5201;26;TENENTE ANANIAS;84;0;;23/01/2019 00:11;TENENTE ANANIAS;;;2414100;;;C;;;434;202400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5202;15;TENENTE PORTELA;55;0;;23/01/2019 00:13;TENENTE PORTELA;;;4321402;;;C;;;8931;891200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5203;17;TENORIO;83;0;;22/01/2019 23:58;TENORIO;;;2516755;;;C;;;538;240001;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5204;6;TEODORO SAMPAIO;75;0;;23/01/2019 00:00;TEODORO SAMPAIO;;;2931400;;;C;;;3927;388300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5205;1;TEODORO SAMPAIO;18;0;;23/01/2019 00:02;TEODORO SAMPAIO;;;3554300;;;C;;;7187;691100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5206;6;TEOFILANDIA;75;0;;23/01/2019 00:03;TEOFILANDIA;;;2931509;;;C;;;3929;366900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5207;2;TEOFILO OTONI;33;0;;23/01/2019 00:06;TEOFILO OTONI;;;3168606;;;C;;;5371;438800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5208;6;TEOLANDIA;73;0;;23/01/2019 00:08;TEOLANDIA;;;2931608;;;C;;;3931;404100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5209;19;TEOTONIO VILELA;82;0;;23/01/2019 00:10;TEOTONIO VILELA;;;2709152;;;C;;;971;23200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5210;12;TERENOS;67;0;;23/01/2019 00:12;TERENOS;;;5008008;;;C;;;9159;42500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5211;23;TERESINA;86;0;;22/01/2019 23:57;TERESINA;;;2211001;;;C;;;1219;149200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5212;4;TERESINA DE GOIAS;62;0;;22/01/2019 23:59;TERESINA DE GOIAS;;;5221080;;;C;;;9759;14600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5213;7;TERESOPOLIS;21;0;;23/01/2019 00:01;TERESOPOLIS;;;3305802;;;C;;;5915;600300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5214;10;TEREZINHA;87;0;;23/01/2019 00:03;TEREZINHA;;;2615102;;;C;;;2601;293000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5215;4;TEREZOPOLIS DE GOIAS;62;0;;23/01/2019 00:05;TEREZOPOLIS DE GOIAS;;;5221197;;;C;;;57;52500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5216;9;TERRA ALTA;91;0;;23/01/2019 00:07;TERRA ALTA;;;1507961;;;C;;;373;67500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5217;8;TERRA BOA;44;0;;23/01/2019 00:09;TERRA BOA;;;4127205;;;C;;;7917;801800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5218;15;TERRA DE AREIA;51;0;;23/01/2019 00:12;TERRA DE AREIA;;;4321436;;;C;;;7333;864500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5219;10;TERRA NOVA;87;0;;23/01/2019 00:14;TERRA NOVA;;;2615201;;;C;;;2603;270300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5220;6;TERRA NOVA;75;0;;22/01/2019 23:58;TERRA NOVA;;;2931707;;;C;;;3933;388400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5221;5;TERRA NOVA DO NORTE;66;0;;23/01/2019 00:00;TERRA NOVA DO NORTE;;;5108055;;;C;;;9909;16400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5222;8;TERRA RICA;44;0;;23/01/2019 00:02;TERRA RICA;;;4127304;;;C;;;7919;793100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5223;1;TERRA ROXA;17;0;;23/01/2019 00:05;TERRA ROXA;;;3554409;;;C;;;7189;641400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5224;8;TERRA ROXA;44;0;;23/01/2019 00:07;TERRA ROXA;;;4127403;;;C;;;7921;758500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5225;9;TERRA SANTA;93;0;;23/01/2019 00:09;TERRA SANTA;;;1507979;;;C;;;637;67600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5226;5;TESOURO;66;0;;23/01/2019 00:11;TESOURO;;;5108105;;;C;;;9161;72300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5227;15;TEUTONIA;51;0;;23/01/2019 00:13;TEUTONIA;;;4321451;;;C;;;9821;858000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5228;11;THEOBROMA;69;0;;22/01/2019 23:58;THEOBROMA;;;1101609;;;C;;;975;105700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5229;21;TIANGUA;88;0;;23/01/2019 00:00;TIANGUA;;;2313401;;;C;;;1569;165500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5230;8;TIBAGI;42;0;;23/01/2019 00:02;TIBAGI;;;4127502;;;C;;;7923;735900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5231;26;TIBAU;84;0;;23/01/2019 00:04;TIBAU;;;2411056;;;C;;;428;181600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5232;26;TIBAU DO SUL;84;0;;23/01/2019 00:06;TIBAU DO SUL;;;2414209;;;C;;;1881;237600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5233;1;TIETE;15;0;;23/01/2019 00:08;TIETE;;;3554508;;;C;;;7191;657900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5234;13;TIGRINHOS;49;0;;23/01/2019 00:11;TIGRINHOS;;;4217956;;;C;;;946;187400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5235;13;TIJUCAS;48;0;;23/01/2019 00:13;TIJUCAS;;;4218004;;;C;;;8355;815200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5236;8;TIJUCAS DO SUL;41;0;;22/01/2019 23:57;TIJUCAS DO SUL;;;4127601;;;C;;;7925;733700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5237;10;TIMBAUBA;81;0;;22/01/2019 23:59;TIMBAUBA;;;2615300;;;C;;;2605;297900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5238;26;TIMBAUBA DOS BATISTAS;84;0;;23/01/2019 00:01;TIMBAUBA DOS BATISTAS;;;2414308;;;C;;;1883;226900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
