CODCID;UF;NOMECID;DDD;CODREG;DISTANCIA;DTALTER;DESCRICAOCORREIO;SEQENTREGA;POPULACAO;CODMUNFIS;VLRFRETEMIN;VLRFRETETON;TIPOFRETE;VLRFRETEKM;VLRTAXAENT;CODMUNSIAFI;CODMUNDMS;LATITUDE;LONGITUDE;VENDAMIN;CODMUNDIEF;QTDDIASSUB;QTDSUB;TEMSUBSTITNFSE;TIPCANCNFSE;VLRLIMCANCNFSE;MOTCANCSUBNFSE;METARREDVLRISS;MAXNOTALOTENFSE;NFSETEMPLATESUBST;TIPOCNAE;NUVERSAO;LINKAGUA;LINKENERGIA;LINKIPTU;TIMPARCPREFEITURA;NOFORMATLC116;CNAEFULLNFSE;NOINSCMUNPAR;GERCODNATISSJSON;ENVITENSSEPJSON;QTDMAXENVITENSJSON;OBSJSONENOTAS;PERMCANCNFSESUBSTIT;JSONSEMALIDENMUN;VMINRETENCAOISS;ACTCANEXNT;ENVFPJSON;CODPARCNFSE;REMZEROESQUERDLC116;INFQTDVLRUNIJSON;ENVMULEMAILJSON;GERNUNFSEINFCPM;ATUNUVERSAO;ENVTAGDESCONJSON;MASCARALC116;GERCNAEMULTJSON;REGESPTRIB;ENVCODIGONBSJSON;MASCARANBS;ENVTPSERVJSON
5488;16;VIANA;27;0;;23/01/2019 17:04;VIANA;;;3205101;;;C;;;5701;586100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5489;4;VIANOPOLIS;62;0;;23/01/2019 17:06;VIANOPOLIS;;;5222005;;;C;;;9641;38000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5490;10;VICENCIA;81;0;;23/01/2019 17:08;VICENCIA;;;2616308;;;C;;;2625;298100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5491;15;VICENTE DUTRA;55;0;;23/01/2019 17:10;VICENTE DUTRA;;;4323101;;;C;;;8965;898600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5492;12;VICENTINA;67;0;;23/01/2019 16:55;VICENTINA;;;5008404;;;C;;;9187;52000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5493;4;VICENTINOPOLIS;64;0;;23/01/2019 16:57;VICENTINOPOLIS;;;5222054;;;C;;;9657;35400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5494;26;VICOSA;84;0;;23/01/2019 16:59;VICOSA;;;2414902;;;C;;;1897;223700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5495;19;VICOSA;82;0;;23/01/2019 17:02;VICOSA;;;2709400;;;C;;;2887;317400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5496;2;VICOSA;31;0;;23/01/2019 17:04;VICOSA;;;3171303;;;C;;;5427;487700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5497;21;VICOSA DO CEARA;88;0;;23/01/2019 17:05;VICOSA DO CEARA;;;2314102;;;C;;;1583;165700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5498;15;VICTOR GRAEFF;54;0;;23/01/2019 17:08;VICTOR GRAEFF;;;4323200;;;C;;;8969;917900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5499;13;VIDAL RAMOS;47;0;;23/01/2019 17:10;VIDAL RAMOS;;;4219200;;;C;;;8377;809700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5500;13;VIDEIRA;49;0;;23/01/2019 16:55;VIDEIRA;;;4219309;;;C;;;8379;;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5501;2;VIEIRAS;32;0;;23/01/2019 16:57;VIEIRAS;;;3171402;;;C;;;5429;490400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5502;17;VIEIROPOLIS;83;0;;23/01/2019 17:22;VIEIROPOLIS;;;2517209;;;C;;;540;248904;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5503;9;VIGIA;91;0;;23/01/2019 17:26;VIGIA;;;1508209;;;C;;;563;106800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5504;5;VILA BELA SANTISSIMA TRINDADE;65;0;;23/01/2019 17:17;VILA BELA SANTISSIMA TRINDADE;;;5105507;;;C;;;9109;62300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5505;4;VILA BOA;62;0;;23/01/2019 17:19;VILA BOA;;;5222203;;;C;;;67;14503;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5506;26;VILA FLOR;84;0;;23/01/2019 17:22;VILA FLOR;;;2415008;;;C;;;1899;237700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5507;15;VILA FLORES;54;0;;23/01/2019 17:25;VILA FLORES;;;4323309;;;C;;;7311;879600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5508;15;VILA LANGARO;54;0;;23/01/2019 17:28;VILA LANGARO;;;4323358;;;C;;;1030;206900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5509;15;VILA MARIA;54;0;;23/01/2019 17:19;VILA MARIA;;;4323408;;;C;;;7309;54000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5510;23;VILA NOVA DO PIAUI;89;0;;23/01/2019 17:22;VILA NOVA DO PIAUI;;;2211605;;;C;;;408;199400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5511;15;VILA NOVA DO SUL;55;0;;23/01/2019 17:25;VILA NOVA DO SUL;;;4323457;;;C;;;5795;134800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5512;31;VILA NOVA DOS MARTIRIOS;99;0;;23/01/2019 17:28;VILA NOVA DOS MARTIRIOS;;;2112852;;;C;;;264;166500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5513;16;VILA PAVAO;27;0;;23/01/2019 17:19;VILA PAVAO;;;3205150;;;C;;;2935;117200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5514;4;VILA PROPICIO;62;0;;23/01/2019 17:21;VILA PROPICIO;;;5222302;;;C;;;1068;151900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5515;5;VILA RICA;66;0;;23/01/2019 17:25;VILA RICA;;;5108600;;;C;;;9897;1900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5516;16;VILA VALERIO;27;0;;23/01/2019 17:28;VILA VALERIO;;;3205176;;;C;;;768;154500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5517;16;VILA VELHA;27;0;;23/01/2019 17:18;VILA VELHA;;;3205200;;;C;;;5703;586200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5518;11;VILHENA;69;0;;23/01/2019 17:21;VILHENA;;;1100304;;;C;;;13;76300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5519;1;VINHEDO;19;0;;23/01/2019 17:24;VINHEDO;;;3556701;;;C;;;7237;654100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5520;1;VIRADOURO;17;0;;23/01/2019 17:27;VIRADOURO;;;3556800;;;C;;;7239;641500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5521;2;VIRGEM DA LAPA;33;0;;23/01/2019 17:18;VIRGEM DA LAPA;;;3171600;;;C;;;5433;430100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5522;2;VIRGINIA;35;0;;23/01/2019 17:21;VIRGINIA;;;3171709;;;C;;;5435;530500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5523;2;VIRGINOPOLIS;33;0;;23/01/2019 17:24;VIRGINOPOLIS;;;3171808;;;C;;;5437;461500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5524;2;VIRGOLANDIA;33;0;;23/01/2019 17:27;VIRGOLANDIA;;;3171907;;;C;;;5439;466200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5525;8;VIRMOND;42;0;;23/01/2019 17:18;VIRMOND;;;4128658;;;C;;;5483;83700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5526;2;VISCONDE DO RIO BRANCO;32;0;;23/01/2019 17:20;VISCONDE DO RIO BRANCO;;;3172004;;;C;;;5441;494300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5527;9;VISEU;91;0;;23/01/2019 17:23;VISEU;;;1508308;;;C;;;565;114400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5528;15;VISTA ALEGRE;55;0;;23/01/2019 17:27;VISTA ALEGRE;;;4323507;;;C;;;7307;52200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5529;1;VISTA ALEGRE DO ALTO;16;0;;23/01/2019 17:17;VISTA ALEGRE DO ALTO;;;3556909;;;C;;;7241;641600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5530;15;VISTA ALEGRE DO PRATA;54;0;;23/01/2019 17:20;VISTA ALEGRE DO PRATA;;;4323606;;;C;;;7305;48600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5531;15;VISTA GAUCHA;55;0;;23/01/2019 17:23;VISTA GAUCHA;;;4323705;;;C;;;7303;892000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5532;17;VISTA SERRANA;83;0;;23/01/2019 17:26;VISTA SERRANA;;;2505501;;;C;;;2011;246300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5533;13;VITOR MEIRELES;47;0;;23/01/2019 17:17;VITOR MEIRELES;;;4219358;;;C;;;9977;45300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5534;16;VITORIA;27;0;;23/01/2019 17:20;VITORIA;;;3205309;;;C;;;5705;586300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5535;1;VITORIA BRASIL;17;0;;23/01/2019 17:23;VITORIA BRASIL;;;3556958;;;C;;;828;189400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5536;6;VITORIA DA CONQUISTA;77;0;;23/01/2019 17:26;VITORIA DA CONQUISTA;;;2933307;;;C;;;3965;377700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5537;15;VITORIA DAS MISSOES;55;0;;23/01/2019 17:28;VITORIA DAS MISSOES;;;4323754;;;C;;;6053;127500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5538;10;VITORIA DE SANTO ANTAO;81;0;;23/01/2019 17:19;VITORIA DE SANTO ANTAO;;;2616407;;;C;;;2627;301800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5539;28;VITORIA DO JARI;96;0;;23/01/2019 17:22;VITORIA DO JARI;;;1600808;;;C;;;70;152700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5540;31;VITORIA DO MEARIM;98;0;;23/01/2019 17:25;VITORIA DO MEARIM;;;2112902;;;C;;;951;122300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5541;9;VITORIA DO XINGU;93;0;;23/01/2019 17:28;VITORIA DO XINGU;;;1508357;;;C;;;641;110100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5542;8;VITORINO;46;0;;23/01/2019 17:19;VITORINO;;;4128708;;;C;;;7947;767300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5543;31;VITORINO FREIRE;98;0;;23/01/2019 17:22;VITORINO FREIRE;;;2113009;;;C;;;953;124300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5544;2;VOLTA GRANDE;32;0;;23/01/2019 17:25;VOLTA GRANDE;;;3172103;;;C;;;5443;496800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5545;7;VOLTA REDONDA;24;0;;23/01/2019 17:27;VOLTA REDONDA;;;3306305;;;C;;;5925;610700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5546;1;VOTORANTIM;15;0;;23/01/2019 17:19;VOTORANTIM;;;3557006;;;C;;;7243;660000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5547;1;VOTUPORANGA;17;0;;23/01/2019 17:22;VOTUPORANGA;;;3557105;;;C;;;7245;626100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5548;6;WAGNER;75;0;;23/01/2019 17:24;WAGNER;;;2933406;;;C;;;3967;347600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5549;23;WALL FERRAZ;89;0;;23/01/2019 17:27;WALL FERRAZ;;;2211704;;;C;;;410;199500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5550;14;WANDERLANDIA;63;0;;23/01/2019 17:18;WANDERLANDIA;;;1722081;;;C;;;9665;1400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5551;6;WANDERLEY;77;0;;23/01/2019 17:21;WANDERLEY;;;2933455;;;C;;;3999;333800;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5552;2;WENCESLAU BRAZ;35;0;;23/01/2019 17:24;WENCESLAU BRAZ;;;3172202;;;C;;;5421;530600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5553;8;WENCESLAU BRAZ;43;0;;23/01/2019 17:27;WENCESLAU BRAZ;;;4128500;;;C;;;7943;743400;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5554;6;WENCESLAU GUIMARAES;73;0;;23/01/2019 17:18;WENCESLAU GUIMARAES;;;2933505;;;C;;;3969;404600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5555;15;WESTFALIA;51;0;;23/01/2019 17:21;WESTFALIA;;;4323770;;;C;;;1176;228500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5556;13;WITMARSUM;47;0;;23/01/2019 17:24;WITMARSUM;;;4219408;;;C;;;8381;810900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5557;14;XAMBIOA;63;0;;23/01/2019 17:26;XAMBIOA;;;1722107;;;C;;;9643;1500;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5558;8;XAMBRE;44;0;;23/01/2019 17:17;XAMBRE;;;4128807;;;C;;;7949;802100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5559;15;XANGRI-LA;51;0;;23/01/2019 17:21;XANGRI-LA;;;4323804;;;C;;;5785;127600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5560;13;XANXERE;49;0;;23/01/2019 17:23;XANXERE;;;4219507;;;C;;;8383;841100;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5561;20;XAPURI;68;0;;23/01/2019 17:26;XAPURI;;;1200708;;;C;;;149;79300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5562;13;XAVANTINA;49;0;;23/01/2019 17:17;XAVANTINA;;;4219606;;;C;;;8385;834600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5563;13;XAXIM;49;0;;23/01/2019 17:20;XAXIM;;;4219705;;;C;;;8387;841200;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5564;10;XEXEU;81;0;;23/01/2019 17:23;XEXEU;;;2616506;;;C;;;2293;68600;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5565;9;XINGUARA;94;0;;23/01/2019 17:26;XINGUARA;;;1508407;;;C;;;571;95000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5566;6;XIQUE-XIQUE;74;0;;23/01/2019 17:17;XIQUE-XIQUE;;;2933604;;;C;;;3971;337000;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5567;17;ZABELE;83;0;;23/01/2019 17:20;ZABELE;;;2517407;;;C;;;542;251901;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5568;1;ZACARIAS;18;0;;23/01/2019 17:23;ZACARIAS;;;3557154;;;C;;;2973;77300;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5569;31;ZE DOCA;98;0;;23/01/2019 17:25;ZE DOCA;;;2114007;;;C;;;1287;10900;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5570;13;ZORTEA;49;0;;23/01/2019 17:28;ZORTEA;;;4219853;;;C;;;950;208700;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5571;27;EX- DUBAI;;0;;16/09/2025 14:44;;;;9999999;;;C;;;;;0;0;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5572;30;EXTERIOR;;0;;10/09/2025 13:59;;;;9999999;;;C;;;;;;;;;0;0;N;1;;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
